,articles
29,"Ildikó Lendvai (born 20 July 1946) is a Hungarian politician, who served as the leader of the Hungarian Socialist Party (MSZP) between 5 April 2009 and 10 July 2010.


== Biography ==
Ildikó Lendvai was born in Debrecen, Hungary on 20 July 1946. She spent her childhood in Nagykanizsa, Pécs and Szolnok, following the movement of the family due to different jobs taken by her father. She was five when the family moved to Budapest, she graduated from Varga Katalin High School there in 1964. She received a teacher's degree majoring in History and Hungarian from ELTE university in 1972 she added philosophy in 1974.
Between 1969 and 1972, she was a teacher at Móra Ferenc High School and she taught from 1974 at Keszthely University of Agriculture at the philosophy department. In 1974 she became a member of Hungarian Socialist Workers' Party (MSZMP) and started working at the cultural department of the Hungarian Young Communist League (KISZ). Then from 1984 started working for the Central Committee of the party again handling cultural matters. After rising through the ranks and becoming deputy department chief she limited the possibility for publication for works and writers considered dangerous by the party and allegedly took a part in the banning of the ""Tiszatáj"" a literary magazine in 1986. What can be certainly determined is that she worked as a censor in that capacity for György Aczél.She was a member of the Hungarian Parliament from the 1994 parliamentary election until 2014, when she retired from politics. Since 2002, she was leader of the socialist parliamentary group. Before her election as party leader she requested that the party be led by a three-member executive committee and that Attila Mesterházy is to succeed her as the leader of the socialist faction in parliament. Lendvai led the party into the 2009 European Parliament election in June.
She resigned from her position after the worst defeat of 2010 elections. The party congress elected Attila Mesterházy to her successor on 10 July 2010.


== References =="
30,"Szilvia Lengyel (born 1971) is a Hungarian agrarian engineer and politician, member of the National Assembly (MP) from Politics Can Be Different (LMP) Pest County Regional List from 2012 to 2014.She became a Member of Parliament on October 8, 2012, replacing Endre Kukorelly who resigned in September 2012. Formerly the LMP's Pest County Board, led by Lengyel, withdrew its confidence from Kukorelly. Szilvia Lengyel was a member of the Committee on Sports and Tourism.


== References =="
31,"Andrea Mágori or Mrs. József Mágori (née Balogi; born 1 May 1952) is a Hungarian politician, member of the National Assembly (MP) for Makó (Csongrád County Constituency VII) from 2010 to 2014. She was a member of the Committee on Consumer Protection from 14 May 2010 to 5 May 2014, and Committee on Agriculture from 23 September 2013 to 5 May 2014.


== References =="
32,"Anna Magyar is a Hungarian politician, member of the National Assembly (MP) from Fidesz Csongrád County Regional List from 2010 to 2014. She was a member of the Committee on Audit Office and Budget from 14 May 2010 to 5 May 2014.She was president of the General Assembly of Csongrád County between 2006 and 2014, the first woman to hold that office.


== Personal life ==
She is married to Dr Tibor Asztalos. They have two children.


== References =="
33,"Márta Mátrai (born 22 February 1948) is a Hungarian jurist and politician who has served as member of the National Assembly (MP) from the Somogy County Regional List of Fidesz since 1998. She was elected First Officer of the National Assembly in 2013, a position which was re-established after 64 years of vacancy.


== Political career ==
She was the founder of the Kaposvár branch of Fidesz in 1989 and 1990. As an individual candidate in the September–October 1990 local elections she was elected into the General Assembly of Szombathely of which she was a member until October 1998. She was a legal councillor from 1994 to 1998. Following the abolishment of the age limit she joined Fidesz and she was the head of the city branch from 1994. She has been on the County and National Board since 1995. After the transformation into a people's party in 2003 she was awarded the chairmanship of the Kaposvár constituency.She ran in the 1994 parliamentary election. She secured her seat in Parliament in the 1998 parliamentary election from the Somogy County Regional List of Fidesz. She was deputy parliamentary group leader and parliamentary group executive of Fidesz from June 1998 until the end of the term. She was active in the Committee on Constitution and Judicial Affairs and in the Defence Committee, the latter of which she was deputy chair. In the 2002 parliamentary election she became MP from the Somogy County Regional List. She became a member of the Committee on Constitution and Judicial Affairs again and chair of the Committee on Social and Family Affairs. She has been deputy parliamentary faction leader again since 15 May 2002. In the general election held in 2006, she was elected from the Somogy County Regional List. She was a member of the Constitutional, Judicial and Standing Orders Committee from 1998 to 2014. She became a member of the Legislative Committee in May 2014.


== Personal life ==
She is divorced and has a son, Tamás.


== References =="
34,"Erzsébet Menczer (born 29 September 1961) is a Hungarian journalist and politician, member of the National Assembly (MP) for Óbuda-Békásmegyer (Budapest Constituency III) from 2010 to 2014. She was a member of the Committee on Cultural and Press Affairs since 14 May 2010. She became a member of the Defence and Internal Security Committee on 11 February 2013.She was defeated by Socialist politician László Kiss in the 2014 parliamentary election. Before the election, it was revealed that Menczer's son and his fiancée were received municipal flats illegally by the local government in Békásmegyer. During the voting, Menczer also voted in favour of renting. Later in March 2014, the Democratic Coalition (DK) accused that one of their activists was physically assaulted by Menczer during a campaign event. Menczer denied and refused the charges. Menczer again ran as a candidate in Óbuda-Békásmegyer constituency, but was defeated by Dialogue for Hungary (PM) politician Tímea Szabó in the 2018 parliamentary election.


== Personal life ==
She is married and has two children.


== References =="
35,"Dr. Ágnes Molnár (born May 12, 1956) is a Hungarian politician, member of the National Assembly (MP) from Fidesz Győr-Moson-Sopron County Regional List from 2006 to 2014, and her party's national list since 2014. She served as Secretary of State for National Development between June 2, 2010 and June 29, 2012.


== Career ==
She attended to the Radnóti Miklós Secondary School in Szeged and passed the secondary school final examinations in 1974. She graduated as a medical doctor from the University of Medical Sciences of Szeged with laudable diploma in 1980. She began her work in the children's ward of the State Sanatorium in Sopron in 1980. She worked for the children's ward of Erzsébet hospital in Sopron from 1982. She accomplished her special studies of paediatrics and infant medicine with excellent results in 1985. Parallel to her duties of the children's ward she also worked as for years as a paediatrician for neighbouring settlements and also the medical treatment for children suffering from a renal disease. She helped establishing the County health children's home. She was also responsible for years as a medical doctor for state cared children in two children's home of Sopron. She began a private practice with her husband in 1992. She is a director of Arcus ker. Ltd. from 1998 and managing director of Régióturizmus Ltd. from 2001.She has been supporter from 1997 and member of Fidesz since 2003. She had been member os the local General Assembly of Sopron, chairperson of the Health and Social Committee from 2002 to 2006. From 2003 she helped the party as a coordinator of the party president and then as a political director Northern-Transdanubia. She secured a seat in Parliament during the 2006 parliamentary election from Győr-Moson-Sopron County Regional List. She was elected member of the Committee on Health Affairs on 30 May 2006. She is a member of the Committee of Welfare since May 2014.


== References =="
36,"Anna Nagy (born 1965) is a Hungarian journalist. She served as spokesperson of the Hungarian government from 29 May 2010 to 12 September 2011.


== Career ==
She obtained a degree in English studies at the School of English and American Studies of the Faculty of Humanities of the Eötvös Loránd University.


== References ==

Kormanyszovivo.hu"
37,"Ágnes Osztolykán (born 3 November 1974, Csenger, Hungary) is a Hungarian politician and Romani activist. She was a member of the National Assembly of Hungary for the LMP – Hungary's Green Party between 2010 and 2014.
She is a recipient of the 2011 International Women of Courage Award from the United States Department of State.


== Life ==
Osztolykán graduated from the University of Miskolc in 1998 with a degree in political science. She subsequently worked for the Soros Foundation, and then was head of the Decade of Roma Inclusion Program at the Ministry of Social Affairs and Labor for six years.
She was elected to Parliament in 2010 and was a member of the parliamentary group of Lehet Más a Politika (LMP), or Politics Can Be Different Party. On 26 November 2012, she was appointed deputy leader of the LMP parliamentary group.Osztolykán is an activist for Romani children's education, Roma and minority rights, and the social integration of Roma in Hungary. She is a strong supporter of vocational training which gives students marketable skills for the job market. Outside of her parliamentary duties, she works as a volunteer teacher at a primarily Roma vocational school in Budapest’s poorer Eighth District. She was appointed a counselor for Romani affairs in the Ministry of Human Resources in 2016.


== References ==


== External links ==
US Department of State website"
38,"Monika Mária Rónaszéki-Keresztes (née Keresztes; born May 17, 1962) is a Hungarian educator and politician, member of the National Assembly (MP) for Erzsébetváros (Budapest Constituency IX) between 2010 and 2014. She was also appointed a vice mayor of Erzsébetváros (District VII, Budapest) in October 2010.She was a member of the Committee on Youth, Social, Family, and Housing Affairs from May 14, 2010, to May 5, 2014, and Committee on Human Rights, Minority, Civic and Religious Affairs from February 18, 2013, to May 5, 2014. She was defeated by Lajos Oláh (DK) at Budapest Constituency V in the 2014 parliamentary election.


== Personal life ==
She married electric engineer Balázs Rónaszéki in 1983. They have together seven children - Bernadett, Regina, Álmos, Mónika, Balázs, József, János Zsigmond. She is member of Fidesz since 2003.


== References =="
